original_sentence,toxic
"AussieLegend: You are suspected of wiki_link, which means that someone suspects you of using multiple Wikipedia accounts for prohibited purposes. Please make yourself familiar with the wiki_link, then respond to the evidence at wiki_link. Thank you. 
Dcupdates11: At one time I was Nevandc98, and that was a while ago, but I lost my password, and ended up having to make another account. I guarantee you it had nothing to do with being blocked from editing. Also, you CAN'T create an account when your blocked. ",True
"Askolnick:  Redefining Neutral Point of View 
Askolnick: In a message posted to Keith Tyler's User Talk page, [] Dreadlocke flatters Keith for his efforts to make the Natasha Demkina article ""neutral,"" and then shows just what his idea of neutrality is. He recommends linking the article to what he calls a ""fairly neutral"" web page:
Hi Keith, an external control article that looks fairly neutral is from the Discovery Channel."" []
""Fairly neutral""?  See for yourself: The Discovery Channel article begins:
""Natasha Demkina has an extraordinary gift that means she can quite literally see right through people. Her story sounds like it has come straight from the pages of a science fiction comic book, but doctors have yet to disprove her amazing abilities. Natasha is able to look into people’s bodies and correctly diagnose their medical problems, without any help from ultra-sound or x-ray equipment.""
Neutral?! The Discovery Channel program is primarily about a scientific test of Natasha's claims that found no evidence of such powers. Yet this article states that Natasha can ""quite literally see right through people's bodies and correctly diagnose their medical problems."" It makes absolutely NO mention that she was tested by researchers, or that they concluded she is doing nothing more than using a cold reading technique commonly used by astrologers, palm readers, and other fortune-telling charlatans.
Dreadlocke insists that he's only interested in establishing a neutral point of view in the Natasha Demkina article. Yet he calls the Discovery Channel article, ""fairly neutral.""  Nothing that he's ever posted here shows his own lack of neutrality as much as that statement. The Discovery Channel article claims that Natasha has supernatural powers that she is using to help people find out what is making them sick, without any mention that scientific researchers tested her and found only evidence of deception. He calls this a ""fairly neutral"" point of view.
It's clear why he is so unhappy with the Natasha Demkina article. And it should be clear that he won't be happy until it is as ""neutral"" as the Discovery Channel article, which claims that Natasha Demkina is helping people with her amazing paranormal powers, while doctors are mystified. Apparently, in Dreadlocke's lexicon, ""NPOV"" means ""agrees with him."" ",True
"Mindjuicer:  Made major NPOV changes to introduction 
Mindjuicer: Former introduction made ad-hominem attacks on Craig and was inaccurate (NLP is a widely-accepted form of psychology).  Does the intro on general relativity point out that Einstein was a patent clerk?  Describing Craig as a realtor in the intro is appalling editing.  Craig's income method should appear later in the article as part of an explanation of EFT's growth in popularity, largely due to a description of the method being freely available.
The intro also implied that 'science' had ""concluded"" that EFT worked only in terms of explainable mechanisms.  The irony of implying a single study can prove a mechanism was not lost on me.
The intro is still strongly on the negative side and thus breaches the NPOV rule.  It needs further work.
 
i>Keithbob",True
"Elven6: Sikhism and Hinduism
Elven6: Its my religion stupid so I think I would know, like I said I did research and I found it was basicly propaganda. If someone converts from one relgion to another they are basicly severing their ties.
I gave you a ton of info on the whole propaganda thing and if you can't belive it then you were probably a misguided youth.",True
"62.74.112.4:  What is FYROM? 
Makedonas: This is a country which was a part of '''Jugoslavia''',where a lot of people are '''Albanians''',where they speak a '''bulgarian dialekt''',and they want to have a '''greek name'''(makos in ancient greek means tall).",True
"Beatitudinem:  Who decides featured news on the front page? 
Ribbet32: This user has a history of trolling this talk page to prove some kind of WP:POINT or another about Main Page content. Suggest closing this thread down and giving out a warning.  ",True
"ජපස: Removed as a trial of above
ජපස: The following two people included in the list are sourced to primary sources of quite low quality. Can we find better sources? Are they even legitimately called ""scientists""?  ",True
"SalopianJames: Not sure where this best belongs... . 
CrossHouses: I have put it in the history section at the end. see:wiki_link ",True
"Volunteer Marek:  recent highly POV edits 
Volunteer Marek: Like this one: . Note the false edit summary. Look, Crimea is internationally recognized as part of Ukraine, like it or not. There was even a UN resolution condemning Russian annexation/occupation. Note also that the user starting the edit war has not bothered to start  talk page discussion or even comment here so far.",True
"Tirronan: 
Tirronan: Evidence was that Napoleon was completely unaware of the movements of the Prussian army and seemed to think that it was mostly in retreat with some small part in Wavre when it was in fact moving upon his battlefield.
The order of disasters with the French army seems to have been 1st Corps (Prussian) ripping through Durette's Division of D'Erlon's Corp at Papelotte at the apex of the French position.  French regiments began to roll up and run at this point. Durette was out numbered 4 to 1 at that point.
The defeat of the attack of the Guards and Wellington's advance, troops retreating were being run over by the ones running from 2 Brigades of Prussian 1st Corps cavalry.
Any attempt at resistance stopped when the Prussians IVth and II Corps pushed through Placinoit and threatened the last access to retreat. Everything became a total rout at this point.
Comments are begged for",True
"Collect:  Blatant violation of WP:CANVASS 
Cowicide: How about a stern warning for all the biased whitewashing of this article as well?  It's interesting how a conservative has come running here to assist the libertarians.  I've got a stern warning for you.  Help stop the POV edits or be a part of the problem.  '''Maybe I ask how were YOU contacted to come here and by whom?  Transparency, please?'''   ",True
"TopGun: This article now seems to be quite stable and neutral. How about nominating it for a Wikipedia:Featured list candidates?  
AshLin: Please remove the nuclear conflict section, it is neither a list of wars or conflicts. Also, both countries follow nuclear programmes specifically against different threats and NOT against each other.  ",True
"AndersFeder: How could Wikipedia face these challenges? Scrap the current monolithic article model, and begin publishing incremental edits in wiki_link instead. Make a wiki_link. (I realize this term is already used in wiki_link, which sounds more like wiki_link content edited in a traditional wiki.) This way, independent third-parties could serve customized edit filters into the main Wikipedia database. For instance, one site could serve only articles composed of edits made by scholars (together with minor edits by non-scholars perhaps, to allow for things like spelling corrections). Another site could serve only articles composed of edits approved by a board of editors whose particular editorial style you like. Yet another site could serve edits based on mass moderation. And yet another site (say, wikipedia.org) could allow you to select from all the available edits to an article in order to tailor the article which meets your exact quality demands. Companies like Google could mirror the edit database and apply their own proprietary search and ranking technologies. Contributors could discuss and evaluate single edits in detail, and so on. Wikis has opened up editing. Now let's open up viewing as well. 
SEWilco:  So you want articles in XML format with their edit history, yet delete a comment which points out existing features which provide that. ( ) : AndersFeder, author of the above section, has twice deleted comments which refer to existing Wikipedia features which supply an article in XML format with edit history.  Perhaps he should move the above section to his own userspace as an essay rather than leaving it here to imply that Wikipedia is missing a feature which it might already have.  Otherwise he should explain what is not already available which he envisions so we can better understand what his vision is.  ( ) ",True
"Wiqi55: ... and according to Thomas W. Arnold, they are ""so rare that some writers have even doubted the existence of any.""
I'm not sure why the above is being removed. I wouldn't mind removing it, but since we have a reliable source stating how historically rare and insignificant those images were, one would think that another RS should be introduced first (claiming the opposite). In fact, 4-5 books in 1400+ years is extremely rare, and some poetry books created for private use is by definition ""historical trivia"". I thought the above quote aptly expresses this fact. ()
Doc Tropics: per my edit summaries (which I had thought very clear): The source may be reliable, and no one questions that images were scarce, but the number of RS scholars that doubted their existence is too small to feature in the introduction so prominently. At the same time, the phrase that I restored (I'm not the original author) ""''...appearing almost entirely in the private medium of the Persian miniature book illustration, and those of other Islamic cultures.''"" conveys more information, and in a more thorough manner. To me (and at least 1 other editor), it seems preferable in the lede, but the quote might well be included in the body if more context were provided.  ",True
"Threeafterthree:  This is not covered in the bio, that is why the categories where removed per wiki_link.
Will Beback:  That's fine, but it doesn't explain why it was removed entirely from the article. There's a discussion above that it needn't be in the first line, and someone apprarently took that as a reason to delete it altogether. Heritage is a common element in a biography, so I'll restore it to a less prominent position and re-add the categories.",True
"Paladin Hammer: The text beneath it says ""probably vandalized..."". Wikipedia isn't in the business of original research and unsourced statements. While the cross does make the case, the fact is its coming from wikipedia and not a credible source. For all we know, someone could have photoshopped that image. So I've added the ""  "" tag to it. Hopefully someone can find a source for it or its going in the trash. Preferably the original person who edited it in, because he/she would most likely know the webpage/museum it was taken from, IF it was taken from one.  
Paladin Hammer:  Its says it was found in a ""British Museum"", which ""British Museum""? Also, for all we know the artist could have done that to the bust! It wouldn't be the first time an artist defaced his own work and then sold it. This also is not a history article, and even then wikipedia doesn't allow us to use original research on the main article page. I'm looking for that museum (hopefully it will have a gallery online), so far I've ruled out http://www.britishmuseum.org/ , couldn't find a gallery with it there. I think  http://www.bl.uk/ is out too, I haven't found anything in almost two hours. It's also notable that this is in the ""Vandalism as Art"" section. I fail to see how this classifies. It seems more like a bunch of angry Christians defacing a statue than art (they snubbed out the nose). If they had left the nose and just added the cross, then yeah, I guess I could see it being iconoclasm. But total defacement? Seems like its failing more than two areas here. Just help me out, how hard can t be to find a source in this day and age? ",True
"Coloane: I can bet my life, definitely this time you will vote oppose to this article a bit later for sure; no exception, as you are quite nit-picking for non-Australian/British articles.  But would you please kindly give me some concrete opinions for improving the article instead of vote? 
Tony1: This is a serious accusation. I don't know where you got the idea that I favour articles from certain places. Nominators from the UK and Australia think I'm hard on them. ",True
"Lionelt:  WPConservatism 
Lionelt: Hmmmm... looks like the groups who hold ""Straight Pride Days"" on college campuses are conservative. So is the organization in Brazil sponsoring their ""Straight Pride Day."" Seems that this event is promulgated by conservative groups. –  ",True
"Jonpin: I said exactly how the lead, blowing the lead, and the win occured. This would be considered content.
Alkivar: theres an entire fucking page in wikipedia over who sang god bless america at what game. THEREFORE IT MATTERS. and SECOND ... ITS NOT YOUR FUCKING PAGE, ITS EVERYONES. ",True
"Jmorrison230582:  Authorities have decided that Rangers FC is continuing under the new company structure 
Jmorrison230582: The point here is that the authorities concerned have clearly decided that Rangers FC is continuing, but now under a new company structure. Therefore there is not a new ''club'' and this article should be redirected to the main Rangers FC article. You may or may not like the fact, but that is what the relevant authorities have determined.  ",True
"Axem Titanium:  Context? 
Axem Titanium: Yeah, I know Cloud is great and all but I think the article should talk at least a little about real life. Like how Cloud is a pop culture icon and stuff, rather than just talk about in-universe stuff. ",True
"Sitush: Genetics are a waste of time for articles about Indian history. Have you noticed how many qualifiers there are even in the bit you quoted, eg: ""may have"", ""suggests"", ""according to"". And it is mixing research on genetics with research on ancient texts - most ancient Indian texts are widely regarded to be more fiction than fact. That the caste system existed in the ancient world is not disputed even by the likes of Zwart. What the contemporary people are saying is that the British administrative efforts, driven often by Brahmin urgings, served to intensify the significance of caste in a modern context, to reinforce boundaries within the system etc and thus made it more ""rigid"". There was a certain amount of fluidity in the pre-British system, whereby people's caste roles were redefined. That, for example, is why there are so many ""degraded kshatriyas"". Or so the postcolonialists say.
In a society where there was little geographic movement, it is inevitable that the DNA profile will be fairly narrow for a considerable period of time. One doesn't need a degree in genetics to realise this and, generally, there is much rubbish written about genetics in the historic Indian context, usually by people who conduct very limited surveys for a socio-political purpose. At the end of the day, we simply do not know and never will because we all have the DNA of millions of our predecessors, and none at all from some with whom we are related. Basically, never use these reports because they are couched in such terms as to be meaningless for our purposes. -  
ABEditWiki: ""That the caste system existed in the ancient world is not disputed even by the likes of Zwart. What the contemporary people are saying is that the British administrative efforts, driven often by Brahmin urgings, served to intensify the significance of caste in a modern context, to reinforce boundaries within the system etc and thus made it more ""rigid"". There was a certain amount of fluidity in the pre-British system, whereby people's caste roles were redefined. That, for example, is why there are so many ""degraded kshatriyas"". Or so the postcolonialists say""
This view is not what the lead reflects. With regard to its origin, to the uninitiated, caste is ' thought of as an ancient fact of Hindu life' and 'is the result of the British colonial regime'. I have mentioned it earlier as well. It is the first sentence on the origins of caste system in the lead and it directly comes to Colonialism as if there has been no time period such as ancient, and pre - British India. I assume the article is not only about the caste system in Colonial and post colonial India. Further the lead has 5 references to affirmative action based on caste, which I believe is POV pushing.
PS: How do I cite sources and request for a rewrite? Here in talk page?  '''AB'''",True
"Lexein:  Apollo XI (plaque) vs Apollo 11 
Lexein: ]]",True
"Atomic Religione:  SmashWiki 
Atomic Religione: 1.SmashWiki isnt ""speculative"" its simply a Wikipedia dedicated to Smash Brothers.
2. Many other articles list the Wiki's for the links, as should we.
3. It DOES belong on Wikipedia, since it IS one. ",True
"Tenebrae: Plot
TriiipleThreat: The issue here is verifiability. However with the Hollywood premiere yesterday and the San Diego opening tomorrow coupled with the fact that the general release is only 2 days away, I'd say its okay. Besides I rather a experienced editor like yourself write first draft and curtail most of the usual problems plot sections have when they are first written. ",True
"Coin945:  Redirect from History of the Israel national football team 
Joe407: '''Oppose merge'''.  For now at least.  I'd like to give the history page a week or two on it's own to get cleaned up and then we can debate a merge.   ",True
"Rjensen:  Bengali famine, Sen, Bowbrick 
AidWorker: I think you have missed the point. Wikipedia is about verifiable evidence, and this article has 41 primary sources, which carry infinitely more weight than what any modern commentator thinks, as well as 22 commentators, most of whom spent far more time on this than Sen, months or years rather than days. There is a vast amount of evidence (not Bowbrick) that the yield statistics at the time were meaningless. There is a vast amount of evidence (not Bowbrick) that there was widespread hunger in the production districts. There is a vast amount of evidence (not Bowbrick) on interference with the supply system. There is a vast amount of evidence (not Bowbrick) showing that the Bengal Government had the same diagnosis as Sen. And any competent agricultural economist will do the calculations to see how much more people would have to eat to cause a famine in the way postulated by Sen – it is a simple calculation, not a matter of counting citations. Sen got nearly all his facts for his from the Famine Inquiry Commission report, though he was accused of misstating more than 30 of them and neither he nor anyone else has denied this – he avoided the issue in his reply to Bowbrick. His “causes of famine” were lifted verbatim from the Famine Inquiry Commission (without acknowledgement!) but he had not read the report carefully enough to realize that both the FIC and Braund had presented them as hypotheses to be tested – and the ones Sen based his arguments on were rejected as being completely contradicted by the evidence. Not by one modern commentator, but by a mass of contemporary evidence and analysis. But the point of Wikipedia is that it identifies the controversies and the sources: if you have the population statistics and consumption statistics, it takes 5 minutes to see if a famine could have been caused in the way Sen says. It takes you 2 or 3 hours to see whether Sen or Bowbrick is right on what Sen’s sources really said. The article does not take a position on this: it is up to you to do the work and draw your own conclusions. ",True
"128.122.133.56:  Deleted some stuff that was missing references
128.122.133.56: Will delete again if references are not provided",True
"Spot: Editor5435 breaks 3RR again?
Spot: Five reverts between 19:21 and 22:47 today:
 http://en.wikipedia.org/w/index.php?title=Fractal_compression&diff;=prev&oldid;=200918584
 http://en.wikipedia.org/w/index.php?title=Fractal_compression&diff;=prev&oldid;=200918111
 http://en.wikipedia.org/w/index.php?title=Fractal_compression&diff;=prev&oldid;=200917530
 http://en.wikipedia.org/w/index.php?title=Fractal_compression&diff;=prev&oldid;=200880548
 http://en.wikipedia.org/w/index.php?title=Fractal_compression&diff;=prev&oldid;=200867771
And on a different page in the same interval:
 http://en.wikipedia.org/w/index.php?title=Genuine_Fractals&diff;=prev&oldid;=200890138
I don't have time to look back further, but isn't Editor5435 breaking WP:3RR again?  Please note the quality of the references that have been deleted.  ",True
