explanation_e
"To be at the crossroads means to be at a point where a choice must be made, and in this sentence the choice is whether or not to buzz the stuff all off."
"To talk about oneself at the drop of a hat means to do so with little provocation, or freely and immediately."
To be irritable at the drop of a hat means to be irritable with very little provocation.
"A basket case is someone who is emotionally unstable and unable to function in normal situations, and the sentence describes the speaker as being a complete mess by the end of the day."
"A basket case is someone who is emotionally unstable and unable to function in normal situations, which is how she's been described in the sentence."
"To be a happy camper means to be content and comfortable, and in this sentence Zachary's family would not be content or comfortable."
"To be a happy camper is to be content and comfortable, and that is what will happen if they keep filling up glasses and smiling."
"To be betwixt and between means to be conflicted and unable to decide between two options, which is what the person in this sentence is feeling."
"To catch the sun means to get sunburned, and in this sentence the tins are facing east to get sunburned."
"To catch the sun means to get sunburned, which is what happened in this sentence."
"To chew the fat means to chat or converse, especially at length and in a leisurely friendly manner."
"To chew the fat means to discuss something in a leisurely and friendly manner, so the entailment is that there were no faculty coming by to have a long discussion."
"To cross the Rubicon means to make a decision that commits one to a specific course of action, which is what happened when he took the management position."
"To cross the Rubicon means to make a decision that commits one to a specific course of action from which there is no turning back, which is what the speaker did by deciding to cross the Rubicon with Jamie."
"A cuckoo in the nest is someone who is different and not well-liked by their peers, which is how Sam was seen in the group."
"A cuckoo in the nest is an unwelcome intruder, which is what the fledgling has turned into."
The idiom curiosity killed the cat means that being inquisitive can be dangerous.
"To cut no ice means to have no impact or effect, and in this sentence it means that pointing out that he's not a member of the general public didn't change their opinion."
"To be full speed ahead is to move or proceed with the utmost speed, energy or enthusiasm, which is what the vineyard did when they returned."
"To get down to brass tacks means to focus on the most important aspects of a situation, which is what the speaker decided to do."
"To get down to brass tacks means to begin talking about important things, which is what the speaker is suggesting."
"To get something off the ground means to get it started, which is what they were trying to do with the slum clearance project."
"To get off the ground means to get underway or to get to a point of stable progress, which is what she needs the $30,000 for."
"To get on like a house on fire means to enjoy one another's company and become good friends very quickly, which is what happened in this sentence."
"To get on like a house on fire means to enjoy one another's company very much from the start, which is what is happening in this sentence."
"To go downhill means to steadily worsen, and in this sentence things are getting worse because my dad is firing questions at him."
"To go downhill means to steadily worsen, so in this sentence things are deteriorating."
"To go hand in hand means to accompany one another, and in this sentence fame and death are two things that come together."
"To go hand in hand means to accompany one another in a harmonious way, which is what these two things are doing."
"To go to seed means to look shabby, unhealthy or unattractive, and in this context the property is becoming unkempt and overgrown."
"To go to seed means to become unattractive due to lack of care, which is what happens to people if they don't work."
To go to the dogs means to deteriorate in this context and hence speaker is asserting that the way things are progessing it is likely to get worse.
"To go to the dogs means to deteriorate or go awry, and in this context the party has deteriorated."
"To go up in smoke means to fail or stop, and in this context three gyms have failed."
"To go up in smoke means to fail or stop, and in this context it is said that one wouldn't want daddys campaign to go up in smoke i.e failing miserably."
"To grasp the nettle means to approach or begin a difficult or unpleasant task directly, which is what he decided to do by tackling the problem head-on."
"To grasp the nettle means to approach or begin a difficult or unpleasant task directly, which is what he decided to do by tackling the problem head-on."
"To have something in mind means to plan or intend to do it, so in this context the speaker is asking what the other person was planning to do."
"To have in mind means to plan or intend to do something, which is what the speaker is asking about."
"To be in a rut means to be stuck in the same place, so the person is tired of being stuck in the same place."
"To be in a rut typically means to be kept in an established way of living or working that never changes, and this context describes people being stuck in just such a cycle."
"To leave in broad daylight means to leave during the daytime when anyone can see, which is what they're trying to do to avoid raising any suspicions."
To pull a knife on someone in broad daylight means to do it in an exposed and public place where anyone can see.
"To be in full swing means to be at the peak of activity, and in this context the preparations are happening efficiently."
"When something is in full swing, it is at the peak of activity and moving fast or efficiently like the party described in context."
"To run for the hills means to flee, and in this context the person wants to flee because of the look on the other person's face."
"To run for the hills means to flee, which is what the journeyman would do if he saw him."
"To jockey for position means to compete against others for a desirable role, and that is exactly what the trust funders were doing for the role in new england society."
"To jockey for position means to compete against others for a desirable role, which is what she did by competing against her sister."
"To know the ropes means to understand or be familiar with the details, and in this context the person has been around long enough to know what to do."
"To know the ropes means to understand or be familiar with the details of a specific situation, so recent ex-employees who still understand how things work are being focused on."
"The land of nod is the state of sleep, which is when the man and his story from his current predicament haunted the speaker."
"The land of nod is the state of sleep, so when it says he took his wife from the land of nod, it means he took her from the state of sleep."
"To lay down the law means to give a directive or order, and in this context the person is dictating how to behave before getting in the sack with anyone."
"To lay down the law means to give a directive or order, which is what she did by summoning them both in."
"To lay odds on something means to be assert complete certainty about it, and in this context he is pretty confident that she left shortly before dawn."
"To lay odds is to assert complete certainty about something, and in this context the speaker is confident that new evidence will be found."
"Left and right means from or on all sides, and in this context it is used to describe how these teenagers were killing people from all sides or constantly."
"To knock people left and right means to knock them over constantly from all sides, which is what happened in this context."
"To lend a hand means to help one, so in this context he is asking for help."
"To lend a hand means to help out or give assistance, so by saying she can lend a hand, she is saying she can help out."
"To make a pitch means to make a presentation to influence others, which is what he did in this context."
"To make hay means to take advantage of an opportunity while it lasts, which is what the speaker is hoping to do."
"To make hay means to make good use of an opportunity while it lasts, which is what seizing the opportunity would do."
"To not budge means to not comply or agree, and in this context Lilith is not agreeing to move the claw even an inch."
"To not budge means to not comply or cooperate, and in this context the arms and legs are not cooperating."
"To not give a fig means to not have the slightest concern about, and in this context they are talking about not caring about society."
To not give a fig is to not have the slightest concern about something.
"The idiom ""nothing doing"" means that under no circumstances will something happen, which is what Danny is saying here."
"To be off your rocker means to be crazy, and in this context the people are grinning because they think the person is crazy."
"To be off your rocker means to be crazy or mentally unsound, which is the same as being insane."
"To be old hat is to be unoriginal and outdated, and in this context oneill is using it to describe something as being old-fashioned."
"To put at ease means to make oneself comfortable or relaxed, which is what happened in this context despite the person being called a brute."
"To be put at ease means to be calmed, comforted, or reassured, and in this context the boy is feeling reassured after the girl smiles at him."
"Save a trip, means to prevent someone from having to do a job or chore, i.e., in this context, the dad is sitting in front of the television with soda cans at his feet so that he won't have to get up and go to the refrigerator to get the soda."
"To save a trip means to prevent someone from having to do a job or chore, in this case it will prevent trips to the kitchen."
"To sing the praises of someone or something means to speak highly of them, so if the pickles were a cure, the men would gladly speak highly of them."
"To sing the praises of means to speak highly of someone or something, and in this context the head continues to speak highly of god even after it has been severed."
"To be six feet under is to be dead and buried, so the context is saying that every second alive is one step closer to being dead."
"The idiom six feet under refers to being dead and buried, so the entailment is that the speaker wants the person to be dead."
"To display sleight of hand is to show off skilled and deceptive dexterity or cunning, which is what he's doing when he's pickpocketing."
